strPHAtr_Phatr3_J21682.p1    GO:0003824,GO:0008033,GO:0010181,GO:0051536,GO:0051539
strPHAtr_Phatr3_J2171.p1    GO:0015112,GO:0022857,GO:0055085
strPHAtr_Phatr3_J21744.p1    GO:0005509
strPHAtr_Phatr3_J21789.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J21791.p1    GO:0005096
strPHAtr_Phatr3_J21794.p1    GO:0005515
strPHAtr_Phatr3_J2182.p1    GO:0005525
strPHAtr_Phatr3_J21829.p1    GO:0008299,GO:0050518,GO:0070567
strPHAtr_Phatr3_J21868.p1    GO:0003934,GO:0046654
strPHAtr_Phatr3_J21882.p1    GO:0015078,GO:0033177,GO:1902600
strPHAtr_Phatr3_J21897.p1    GO:0005515,GO:0007165
strPHAtr_Phatr3_J21922.p1    GO:0003723,GO:0005525
strPHAtr_Phatr3_J21929.p1    GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030117,GO:0030126
strPHAtr_Phatr3_J21961.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J21982.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_J21983.p1    GO:0005515
strPHAtr_Phatr3_J21988.p1    GO:0005524,GO:0006090,GO:0016301,GO:0016310,GO:0016772,GO:0050242
strPHAtr_Phatr3_J21996.p1    GO:0043023
strPHAtr_Phatr3_J22006.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J22019.p1    GO:0016627,GO:0050660
strPHAtr_Phatr3_J2208.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J22095.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J22113.p1    GO:0004072,GO:0004412,GO:0006520,GO:0009067,GO:0016491,GO:0050661
strPHAtr_Phatr3_J22117.p1    GO:0019239
strPHAtr_Phatr3_J22122.p1    GO:0016620,GO:0051287
strPHAtr_Phatr3_J2215.p1    GO:0046481
strPHAtr_Phatr3_J22166.p1    GO:0016020,GO:0030001,GO:0046873,GO:0055085
strPHAtr_Phatr3_J2217.p1    GO:0016830,GO:0019752,GO:0030170
strPHAtr_Phatr3_J22187.p1    GO:0004375,GO:0006544,GO:0006546
strPHAtr_Phatr3_J22247.p1    GO:0016787
strPHAtr_Phatr3_J22274.p1    GO:0009922,GO:0016021
strPHAtr_Phatr3_J22315.p1    GO:0005315,GO:1990547
strPHAtr_Phatr3_J22319.p1    GO:0005515,GO:0006606,GO:0061608
strPHAtr_Phatr3_J22325.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J22332.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J22353.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J22357.p1    GO:0004356,GO:0006807
strPHAtr_Phatr3_J22367.p1    GO:0006511,GO:0031625
strPHAtr_Phatr3_J22388.p1    GO:0016491
strPHAtr_Phatr3_J22395.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J22398.p1    GO:0005524
strPHAtr_Phatr3_J22404.p1    GO:0000287,GO:0004743,GO:0006096,GO:0030955
strPHAtr_Phatr3_J22418.p1    GO:0004096,GO:0006979,GO:0020037
strPHAtr_Phatr3_J22453.p1    GO:0006813,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J22459.p1    GO:0006629
strPHAtr_Phatr3_J22510.p1    GO:0006629
strPHAtr_Phatr3_J22554.p1    GO:0004378,GO:0006486,GO:0016757
strPHAtr_Phatr3_J22568.p1    GO:0016491
strPHAtr_Phatr3_J22597.p1    GO:0006351
strPHAtr_Phatr3_J22609.p1    GO:0015078,GO:0033177,GO:1902600
strPHAtr_Phatr3_J22622.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J22629.p1    GO:0005524,GO:0016020,GO:0140359
strPHAtr_Phatr3_J22658.p1    GO:0005730,GO:0006396,GO:0042254
strPHAtr_Phatr3_J22666.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J22677.p1    GO:0006629
strPHAtr_Phatr3_J22680.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J22703.p1    GO:0000175,GO:0000176,GO:0000467,GO:0003676,GO:0006139,GO:0006396,GO:0008408
strPHAtr_Phatr3_J2271.p1    GO:0005525
strPHAtr_Phatr3_J22713.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J22739.p1    GO:0000139,GO:0015165,GO:0016021,GO:0090481
strPHAtr_Phatr3_J22797.p1    GO:0016020
strPHAtr_Phatr3_J22803.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J22819.p1    GO:0016021
strPHAtr_Phatr3_J22868.p1    GO:0005515
strPHAtr_Phatr3_J22873.p1    GO:0005471,GO:0005743,GO:0140021,GO:1990544
strPHAtr_Phatr3_J22896.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J22909.p1    GO:0008483,GO:0009058,GO:0030170
strPHAtr_Phatr3_J22913.p1    GO:0000287,GO:0004743,GO:0006096,GO:0030955
strPHAtr_Phatr3_J22921.p1    GO:0000139,GO:0015165,GO:0016021,GO:0090481
strPHAtr_Phatr3_J22955.p1    GO:0004592,GO:0015940
strPHAtr_Phatr3_J22956.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J22993.p1    GO:0004332,GO:0005975,GO:0006096,GO:0008270,GO:0016832
strPHAtr_Phatr3_J23053.p1    GO:0006862,GO:0055085
strPHAtr_Phatr3_J23059.p1    GO:0006520,GO:0008483,GO:0009058,GO:0030170
strPHAtr_Phatr3_J23077.p1    GO:0005515
strPHAtr_Phatr3_J23083.p1    GO:0003746,GO:0003924,GO:0005525,GO:0006414
strPHAtr_Phatr3_J231.p1    GO:0003677,GO:0005524,GO:0005634,GO:0043044,GO:0070615
strPHAtr_Phatr3_J23164.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J23168.p1    GO:0003824
strPHAtr_Phatr3_J23198.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J232.p1    GO:0006508
strPHAtr_Phatr3_J23224.p1    GO:0006661,GO:0070772
strPHAtr_Phatr3_J23247.p1    GO:0005975,GO:0016791
strPHAtr_Phatr3_J23253.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J23257.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J23260.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J23292.p1    GO:0003885,GO:0016020,GO:0016491,GO:0016899,GO:0050660,GO:0071949
strPHAtr_Phatr3_J23306.p1    GO:0003723,GO:0004540
strPHAtr_Phatr3_J23314.p1    GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_J23324.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J23365.p1    GO:0008410
strPHAtr_Phatr3_J23371.p1    GO:0005525
strPHAtr_Phatr3_J23399.p1    GO:0008705,GO:0009086,GO:0031419,GO:0042558,GO:0046872
strPHAtr_Phatr3_J23423.p1    GO:0015708
strPHAtr_Phatr3_J23429.p1    GO:0003937,GO:0004643,GO:0006164
strPHAtr_Phatr3_J23444.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J23467.p1    GO:0004491,GO:0016491
strPHAtr_Phatr3_J23472.p1    GO:0003723,GO:0004809,GO:0008033
strPHAtr_Phatr3_J23489.p1    GO:0003755
strPHAtr_Phatr3_J23497.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J23547.p1    GO:0000166,GO:0002161,GO:0004812,GO:0004827,GO:0005524,GO:0005737,GO:0006418,GO:0006433
strPHAtr_Phatr3_J23557.p1    GO:0006812,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J23582.p1    GO:0005515,GO:0006606,GO:0006886,GO:0031267
strPHAtr_Phatr3_J23598.p1    GO:0016620,GO:0051287
strPHAtr_Phatr3_J23639.p1    GO:0070569
strPHAtr_Phatr3_J23646.p1    GO:0004176,GO:0004222,GO:0005524,GO:0006508,GO:0016020,GO:0016887
strPHAtr_Phatr3_J23658.p1    GO:0010181
strPHAtr_Phatr3_J23687.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J23691.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J23694.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J23706.p1    GO:0015078,GO:0033177,GO:1902600
strPHAtr_Phatr3_J23717.p1    GO:0016491
strPHAtr_Phatr3_J23748.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J23794.p1    GO:0005509,GO:0019722
strPHAtr_Phatr3_J23811.p1    GO:0044237
strPHAtr_Phatr3_J23826.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J23830.p1    GO:0005315,GO:0006817,GO:0016020
strPHAtr_Phatr3_J23833.p1    GO:0002161
strPHAtr_Phatr3_J23850.p1    GO:0016746
strPHAtr_Phatr3_J23862.p1    GO:0003747,GO:0006415
strPHAtr_Phatr3_J23865.p1    GO:0003676,GO:0004386,GO:0005524
strPHAtr_Phatr3_J23871.p1    GO:0006520,GO:0008483,GO:0009058,GO:0030170
strPHAtr_Phatr3_J23913.p1    GO:0016747
strPHAtr_Phatr3_J23920.p1    GO:0004821,GO:0005524,GO:0005737,GO:0006427
strPHAtr_Phatr3_J23924.p1    GO:0004347,GO:0006094,GO:0006096
strPHAtr_Phatr3_J23959.p1    GO:0003676,GO:0003723
strPHAtr_Phatr3_J24006.p1    GO:0004222,GO:0006508
strPHAtr_Phatr3_J24019.p1    GO:0003714,GO:0006355
strPHAtr_Phatr3_J24119.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J24120.p1    GO:0004252,GO:0006508,GO:0008236
strPHAtr_Phatr3_J24161.p1    GO:0004252,GO:0006508,GO:0008236
strPHAtr_Phatr3_J2418.p1    GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_J24186.p1    GO:0005049,GO:0006611,GO:0006886,GO:0031267
strPHAtr_Phatr3_J24195.p1    GO:0004088,GO:0005524,GO:0006207,GO:0006541,GO:0046872
strPHAtr_Phatr3_J24238.p1    GO:0006525,GO:0008804
strPHAtr_Phatr3_J2432.p1    GO:0005634,GO:0006281,GO:0008081
strPHAtr_Phatr3_J24353.p1    GO:0003849,GO:0009073
strPHAtr_Phatr3_J24362.p1    GO:0003824,GO:0008318
strPHAtr_Phatr3_J24439.p1    GO:0005515,GO:0006406
strPHAtr_Phatr3_J2444.p1    GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_J24474.p1    GO:0004298,GO:0005839,GO:0019773,GO:0051603
strPHAtr_Phatr3_J24493.p1    GO:0042256,GO:0043022
strPHAtr_Phatr3_J24547.p1    GO:0004190,GO:0016021
strPHAtr_Phatr3_J24739.p1    GO:0006537,GO:0006807,GO:0015930,GO:0016491,GO:0016638
strPHAtr_Phatr3_J24748.p1    GO:0070481,GO:0070966,GO:0071025
strPHAtr_Phatr3_J24772.p1    GO:0003861,GO:0009098,GO:0009316,GO:0051539
strPHAtr_Phatr3_J24775.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_J24783.p1    GO:0006457,GO:0016272,GO:0051082
strPHAtr_Phatr3_J24792.p1    GO:0006400,GO:0016763
strPHAtr_Phatr3_J24820.p1    GO:0005524,GO:0016887,GO:0042026
strPHAtr_Phatr3_J24838.p1    GO:0003677,GO:0003824,GO:0003918,GO:0005524,GO:0005694,GO:0006259,GO:0006265,GO:0042138
strPHAtr_Phatr3_J24915.p1    GO:0003676,GO:0003677,GO:0003678,GO:0004386,GO:0005524,GO:0006139,GO:0016818
strPHAtr_Phatr3_J24922.p1    GO:0003676,GO:0006351,GO:0008270
strPHAtr_Phatr3_J24935.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J24978.p1    GO:0005524,GO:0046034,GO:1902600
strPHAtr_Phatr3_J24996.p1    GO:0005198,GO:0005515,GO:0016192,GO:0030127,GO:0090114,GO:1904263
strPHAtr_Phatr3_J25000.p1    GO:0010309,GO:0016491,GO:0019509
strPHAtr_Phatr3_J25067.p1    GO:0004672,GO:0005509,GO:0005524,GO:0006468
strPHAtr_Phatr3_J25127.p1    GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241
strPHAtr_Phatr3_J25133.p1    GO:0005525,GO:0005730
strPHAtr_Phatr3_J25168.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J25172.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J25183.p1    GO:0004070,GO:0006207,GO:0006520,GO:0016597,GO:0016743
strPHAtr_Phatr3_J25184.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J25204.p1    GO:0004638,GO:0005524,GO:0006189,GO:0046872
strPHAtr_Phatr3_J25217.p1    GO:0005524,GO:0016020,GO:0140359
strPHAtr_Phatr3_J25218.p1    GO:0005524,GO:0016020,GO:0140359
strPHAtr_Phatr3_J25298.p1    GO:0008270
strPHAtr_Phatr3_J25308.p1    GO:0004807,GO:0006096,GO:0016620,GO:0051287
strPHAtr_Phatr3_J25331.p1    GO:0000049,GO:0004812,GO:0005524,GO:0043039
strPHAtr_Phatr3_J25334.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J25360.p1    GO:0016491
strPHAtr_Phatr3_J25375.p1    GO:0003735,GO:0005840,GO:0006412,GO:0015934
strPHAtr_Phatr3_J25379.p1    GO:0004735,GO:0006561
strPHAtr_Phatr3_J25394.p1    GO:0008168
strPHAtr_Phatr3_J25417.p1    GO:0008446,GO:0019673
strPHAtr_Phatr3_J2542.p1    GO:0005524
strPHAtr_Phatr3_J25420.p1    GO:0003677,GO:0003899,GO:0006351
strPHAtr_Phatr3_J25422.p1    GO:0000166
strPHAtr_Phatr3_J25433.p1    GO:0006508,GO:0008234
strPHAtr_Phatr3_J25495.p1    GO:0003684,GO:0006281
strPHAtr_Phatr3_J25506.p1    GO:0005515,GO:0005524,GO:0005694,GO:0051276
strPHAtr_Phatr3_J25551.p1    GO:0000398
strPHAtr_Phatr3_J25572.p1    GO:0016627,GO:0050660
strPHAtr_Phatr3_J25577.p1    GO:0003723,GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J25666.p1    GO:0005515
strPHAtr_Phatr3_J25714.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J25743.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J25752.p1    GO:0016021
strPHAtr_Phatr3_J25769.p1    GO:0006629
strPHAtr_Phatr3_J25856.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J25867.p1    GO:0003774,GO:0005524,GO:0016459
strPHAtr_Phatr3_J25876.p1    GO:0004363,GO:0005524,GO:0006750
strPHAtr_Phatr3_J25893.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J259.p1    GO:0000398,GO:0004386,GO:0005681
strPHAtr_Phatr3_J25932.p1    GO:0016627,GO:0050660
strPHAtr_Phatr3_J25974.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J26029.p1    GO:0015112,GO:0022857,GO:0055085
strPHAtr_Phatr3_J26057.p1    GO:0000408,GO:0002949
strPHAtr_Phatr3_J26061.p1    GO:0000398,GO:0005681
strPHAtr_Phatr3_J2607.p1    GO:0004672,GO:0005515,GO:0005524,GO:0006468
strPHAtr_Phatr3_J26077.p1    GO:0051287
strPHAtr_Phatr3_J26157.p1    GO:0005384,GO:0030026
strPHAtr_Phatr3_J26173.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J26176.p1    GO:0003746,GO:0005515,GO:0006414,GO:0006749
strPHAtr_Phatr3_J26190.p1    GO:0004427,GO:0009678,GO:0016020,GO:1902600
strPHAtr_Phatr3_J26256.p1    GO:0004019,GO:0005525,GO:0006164
strPHAtr_Phatr3_J26290.p1    GO:0003994,GO:0006099
strPHAtr_Phatr3_J26293.p1    GO:0009523,GO:0009654,GO:0015979,GO:0019898,GO:0042549
strPHAtr_Phatr3_J26299.p1    GO:0016021
strPHAtr_Phatr3_J26346.p1    GO:0000166,GO:0004817,GO:0005524,GO:0005737,GO:0006423
strPHAtr_Phatr3_J26387.p1    GO:0006886,GO:0031267
strPHAtr_Phatr3_J26405.p1    GO:0016020,GO:0030001,GO:0046873,GO:0055085
strPHAtr_Phatr3_J26422.p1    GO:0004497,GO:0005506,GO:0016705,GO:0020037
strPHAtr_Phatr3_J26432.p1    GO:0016491,GO:0045454
strPHAtr_Phatr3_J2648.p1    GO:0005515,GO:0010997,GO:0097027,GO:1904668
strPHAtr_Phatr3_J26515.p1    GO:0009055,GO:0020037
strPHAtr_Phatr3_J26635.p1    GO:0005254
strPHAtr_Phatr3_J26649.p1    GO:0016740,GO:0016785,GO:0097056
strPHAtr_Phatr3_J26714.p1    GO:0006633,GO:0016020,GO:0016747
strPHAtr_Phatr3_J26742.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_J26775.p1    GO:0003723,GO:0004540
strPHAtr_Phatr3_J26780.p1    GO:0003824,GO:0035596,GO:0051536,GO:0051539
strPHAtr_Phatr3_J26802.p1    GO:0003677
strPHAtr_Phatr3_J26807.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J26813.p1    GO:0006520,GO:0016491,GO:0050661
strPHAtr_Phatr3_J26849.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J26853.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J26921.p1    GO:0003824,GO:0006099
strPHAtr_Phatr3_J26925.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J26934.p1    GO:0004616,GO:0006098,GO:0050661
strPHAtr_Phatr3_J26948.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_J26952.p1    GO:0004325,GO:0006783
strPHAtr_Phatr3_J26970.p1    GO:0003954,GO:0006116,GO:0016491
strPHAtr_Phatr3_J26975.p1    GO:0003676,GO:0003723,GO:0003743,GO:0005852,GO:0006413,GO:0031369
strPHAtr_Phatr3_J26980.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J27039.p1    GO:0031204
strPHAtr_Phatr3_J27082.p1    GO:0005634,GO:0006355,GO:0008270,GO:0032786
strPHAtr_Phatr3_J27118.p1    GO:0003735,GO:0005515,GO:0005840,GO:0006412
strPHAtr_Phatr3_J27125.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J27166.p1    GO:0016616,GO:0051287
strPHAtr_Phatr3_J27234.p1    GO:0006397,GO:0016787,GO:0016788
strPHAtr_Phatr3_J27240.p1    GO:0004357,GO:0006750
strPHAtr_Phatr3_J27246.p1    GO:0004386,GO:0017108,GO:0017116,GO:0033567
strPHAtr_Phatr3_J27263.p1    GO:0032040
strPHAtr_Phatr3_J27278.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J27282.p1    GO:0003743,GO:0006413
strPHAtr_Phatr3_J27286.p1    GO:0003755,GO:0005515
strPHAtr_Phatr3_J27361.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_J27375.p1    GO:0000413,GO:0003755,GO:0004842,GO:0016567
strPHAtr_Phatr3_J2738.p1    GO:0016021,GO:0016765
strPHAtr_Phatr3_J27385.p1    GO:0000166,GO:0004812,GO:0005524,GO:0005737,GO:0006418,GO:0043039
strPHAtr_Phatr3_J2739.p1    GO:0005515
strPHAtr_Phatr3_J27447.p1    GO:0005544
strPHAtr_Phatr3_J27508.p1    GO:0005839,GO:0019773,GO:0051603
strPHAtr_Phatr3_J27518.p1    GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030117
strPHAtr_Phatr3_J2761.p1    GO:0003993,GO:0016787,GO:0046872
strPHAtr_Phatr3_J2762.p1    GO:0006812,GO:0008324,GO:0016021,GO:0055085
strPHAtr_Phatr3_J27639.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_J27659.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J27709.p1    GO:0000287,GO:0003723,GO:0004826,GO:0005524,GO:0006432
strPHAtr_Phatr3_J27719.p1    GO:0004177,GO:0006508,GO:0008270
strPHAtr_Phatr3_J27726.p1    GO:0004587,GO:0008483,GO:0030170
strPHAtr_Phatr3_J27735.p1    GO:0003922,GO:0005524,GO:0006164,GO:0006177,GO:0016462
strPHAtr_Phatr3_J27762.p1    GO:0019789
strPHAtr_Phatr3_J2782.p1    GO:0016021
strPHAtr_Phatr3_J27821.p1    GO:0003676,GO:0003723,GO:0004386,GO:0005524
strPHAtr_Phatr3_J27877.p1    GO:0008519,GO:0015696,GO:0016020
strPHAtr_Phatr3_J27905.p1    GO:0006364,GO:0019843
strPHAtr_Phatr3_J27923.p1    GO:0005524,GO:0046034,GO:1902600
strPHAtr_Phatr3_J2793.p1    GO:0005975,GO:0016791
strPHAtr_Phatr3_J27956.p1    GO:0003924,GO:0005525,GO:0005737,GO:0006415
strPHAtr_Phatr3_J27972.p1    GO:0097573
strPHAtr_Phatr3_J27976.p1    GO:0006099,GO:0008964,GO:0015977
strPHAtr_Phatr3_J28009.p1    GO:0006629,GO:0016627
strPHAtr_Phatr3_J28056.p1    GO:0003871,GO:0008270,GO:0008652,GO:0009086
strPHAtr_Phatr3_J28068.p1    GO:0016747
strPHAtr_Phatr3_J2808.p1    GO:0003756
strPHAtr_Phatr3_J28147.p1    GO:0003735,GO:0005840,GO:0006412,GO:0008270
strPHAtr_Phatr3_J28181.p1    GO:0004488
strPHAtr_Phatr3_J2819.p1    GO:0004521
strPHAtr_Phatr3_J28191.p1    GO:0016491
strPHAtr_Phatr3_J28202.p1    GO:0005839,GO:0051603
strPHAtr_Phatr3_J28219.p1    GO:0005524,GO:0016887,GO:0036402
strPHAtr_Phatr3_J28222.p1    GO:0004801,GO:0005737,GO:0005975,GO:0006098
strPHAtr_Phatr3_J28234.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J28245.p1    GO:0005247,GO:0006821,GO:0016020,GO:0055085
strPHAtr_Phatr3_J28285.p1    GO:0000386,GO:0000398,GO:0030628
strPHAtr_Phatr3_J28331.p1    GO:0002943,GO:0017150
strPHAtr_Phatr3_J2834.p1    GO:0003824,GO:0006596
strPHAtr_Phatr3_J28374.p1    GO:0005506,GO:0016226,GO:0051536
strPHAtr_Phatr3_J28412.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J28431.p1    GO:0004489,GO:0006555
strPHAtr_Phatr3_J28445.p1    GO:0003677
strPHAtr_Phatr3_J2845.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J28533.p1    GO:0015078,GO:0033179,GO:1902600
strPHAtr_Phatr3_J28551.p1    GO:0003677,GO:0005524,GO:0005634,GO:0043044,GO:0070615
strPHAtr_Phatr3_J28562.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J28568.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_J28577.p1    GO:0003824,GO:0008318
strPHAtr_Phatr3_J28585.p1    GO:0003824
strPHAtr_Phatr3_J28652.p1    GO:0003824,GO:0009107,GO:0016992,GO:0051536,GO:0051539
strPHAtr_Phatr3_J28684.p1    GO:0000245,GO:0004843,GO:0006397,GO:0008270,GO:0016579
strPHAtr_Phatr3_J28689.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J28694.p1    GO:0005515
strPHAtr_Phatr3_J28723.p1    GO:0008080
strPHAtr_Phatr3_J28730.p1    GO:0003755
strPHAtr_Phatr3_J28737.p1    GO:0003746,GO:0003924,GO:0005525,GO:0006414
strPHAtr_Phatr3_J28743.p1    GO:0005515,GO:0048188
strPHAtr_Phatr3_J28794.p1    GO:0015078,GO:0033179,GO:1902600
strPHAtr_Phatr3_J28797.p1    GO:0006629,GO:0016717
strPHAtr_Phatr3_J28818.p1    GO:0008180
strPHAtr_Phatr3_J28833.p1    GO:0004222,GO:0006508,GO:0008233,GO:0071586
strPHAtr_Phatr3_J28841.p1    GO:0016407
strPHAtr_Phatr3_J28874.p1    GO:0006464,GO:0015031
strPHAtr_Phatr3_J28882.p1    GO:0004615,GO:0009298
strPHAtr_Phatr3_J28937.p1    GO:0000162,GO:0004048,GO:0016757
strPHAtr_Phatr3_J28979.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J28984.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J29004.p1    GO:0046855
strPHAtr_Phatr3_J29011.p1    GO:0015078,GO:0033177,GO:1902600
strPHAtr_Phatr3_J29014.p1    GO:0004332,GO:0005975,GO:0006096,GO:0008270,GO:0016832
strPHAtr_Phatr3_J29016.p1    GO:0004591,GO:0006099,GO:0016624,GO:0030976
strPHAtr_Phatr3_J29029.p1    GO:0000166,GO:0004812,GO:0004825,GO:0005524,GO:0006418
strPHAtr_Phatr3_J29042.p1    GO:0000139,GO:0015165,GO:0016021,GO:0090481
strPHAtr_Phatr3_J29097.p1    GO:0006412
strPHAtr_Phatr3_J29157.p1    GO:0004618,GO:0006096
strPHAtr_Phatr3_J29174.p1    GO:0005515,GO:0006606,GO:0061608
strPHAtr_Phatr3_J29177.p1    GO:0003735,GO:0005840,GO:0006412,GO:0015934
strPHAtr_Phatr3_J29196.p1    GO:0003677,GO:0006275,GO:0030337
strPHAtr_Phatr3_J29212.p1    GO:0005515
strPHAtr_Phatr3_J29223.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J29266.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J29309.p1    GO:0008237,GO:0008270
strPHAtr_Phatr3_J29317.p1    GO:0006511,GO:0031625
strPHAtr_Phatr3_J29340.p1    GO:0004843,GO:0005515,GO:0016579,GO:0043161
strPHAtr_Phatr3_J2936.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_J29456.p1    GO:0016620,GO:0051287
strPHAtr_Phatr3_J29488.p1    GO:0006629
strPHAtr_Phatr3_J29502.p1    GO:0003676,GO:0005634,GO:0006281
strPHAtr_Phatr3_J29532.p1    GO:0003676,GO:0004386
strPHAtr_Phatr3_J29551.p1    GO:0003993,GO:0016787,GO:0046872
strPHAtr_Phatr3_J29561.p1    GO:0016787
strPHAtr_Phatr3_J2957.p1    GO:0004402,GO:0005515,GO:0008080
strPHAtr_Phatr3_J29606.p1    GO:0003676,GO:0016787,GO:0046872
strPHAtr_Phatr3_J29608.p1    GO:0003723,GO:0005515
strPHAtr_Phatr3_J29633.p1    GO:0016491
strPHAtr_Phatr3_J29658.p1    GO:0016491
strPHAtr_Phatr3_J29660.p1    GO:0016491
strPHAtr_Phatr3_J29702.p1    GO:0006807,GO:0009039,GO:0016151,GO:0016787,GO:0035550,GO:0043419
strPHAtr_Phatr3_J29711.p1    GO:0033178,GO:0046961,GO:1902600
strPHAtr_Phatr3_J29758.p1    GO:0005524,GO:0008237,GO:0008270,GO:0016020,GO:0140359
strPHAtr_Phatr3_J29793.p1    GO:0008168
strPHAtr_Phatr3_J29821.p1    GO:0004560,GO:0005975
strPHAtr_Phatr3_J29824.p1    GO:0000166,GO:0004812,GO:0004822,GO:0005524,GO:0006418
strPHAtr_Phatr3_J29885.p1    GO:0042819,GO:0042823
strPHAtr_Phatr3_J29958.p1    GO:0000398,GO:0003676,GO:0003723,GO:0089701
strPHAtr_Phatr3_J29967.p1    GO:0006606,GO:0006886,GO:0031267
strPHAtr_Phatr3_J29983.p1    GO:0030145,GO:0070006
strPHAtr_Phatr3_J30003.p1    GO:0005839,GO:0019774,GO:0043161,GO:0051603
strPHAtr_Phatr3_J30019.p1    GO:0004674,GO:0005524,GO:0006468
